"","external_gene_name","gene_biotype"
"18833","BZnl","miRNA"
"18834","XBAu","miRNA"
"18835","URkG","miRNA"
"18836","WlrK","miRNA"
"18837","WlrK","miRNA"
"18838","svWM","miRNA"
"18839","tuwn","miRNA"
"18840","cxeJ","miRNA"
"18841","KfsI","miRNA"
"18842","MnZN","miRNA"
"18843","qCwY","miRNA"
"18844","Mavm","miRNA"
"18845","cwUE","miRNA"
"18846","ACDh","miRNA"
"18847","rzRY","miRNA"
"18848","nNqP","miRNA"
"18849","Hnpj","miRNA"
"18850","rpDa","miRNA"
"18851","Watz","miRNA"
"18852","WCKR","miRNA"
"18853","LgBf","miRNA"
"18854","HdDE","miRNA"
"18855","jWhL","miRNA"
"18856","svDY","miRNA"
"18857","vIZx","miRNA"
"18858","mSUu","miRNA"
"18859","TuAK","miRNA"
"18860","XGwR","miRNA"
"18861","nxUL","lncRNA"
"18862","SEco","miRNA"
"18863","RwkP","miRNA"
"18864","sjyw","miRNA"
"18865","JCXp","miRNA"
"18866","BIRJ","miRNA"
"18867","MSxW","miRNA"
"18868","TzrB","miRNA"
"18869","lwio","miRNA"
"18870","ecZn","miRNA"
"18871","GzRJ","miRNA"
"18872","xYNL","miRNA"
"18873","AUWV","miRNA"
"18874","iArb","miRNA"
"18875","jFfO","miRNA"
"18876","NCSH","miRNA"
"18877","Nurn","miRNA"
"18878","MBXK","miRNA"
"18879","VHYN","miRNA"
"18880","eRMV","miRNA"
"18881","OLyR","miRNA"
"18882","RghR","miRNA"
"18883","FCtw","miRNA"
"18884","GCIg","miRNA"
"18885","PxJp","miRNA"
"18886","PFSm","miRNA"
"18887","XoVZ","miRNA"
"18888","dGzW","miRNA"
"18889","oJlP","miRNA"
"18890","nCRz","miRNA"
"18891","ZbPo","miRNA"
"18892","gJoI","miRNA"
"18893","OUjl","miRNA"
"18894","AlNt","miRNA"
"18895","Wmcs","miRNA"
"18896","AoSf","miRNA"
"18897","Gkfb","miRNA"
"18898","Quhv","miRNA"
"18899","EFmT","miRNA"
"18900","PNyF","miRNA"
"18901","euyM","miRNA"
"18902","cdHh","miRNA"
"18903","AXAO","miRNA"
"18904","Bjoj","lncRNA"
"18905","hVxk","miRNA"
"18906","ZCFi","miRNA"
"18907","xVkZ","miRNA"
"18908","ZaHA","miRNA"
"18909","btKV","miRNA"
"18910","hCZN","miRNA"
"18911","zkqz","miRNA"
"18912","uAwX","miRNA"
"18913","Qdnw","miRNA"
"18914","ifHa","lncRNA"
"18915","MBVk","miRNA"
"18916","HHKP","miRNA"
"18917","KaBl","miRNA"
"18918","oroj","miRNA"
"18919","NGAf","miRNA"
"18920","bdaH","miRNA"
"18921","ZFDA","lncRNA"
"18922","OQSu","miRNA"
"18923","qaEw","miRNA"
"18924","PKVo","miRNA"
"18925","OZQR","miRNA"
"18926","vOGu","miRNA"
"18927","GxOx","miRNA"
"18928","fCrz","miRNA"
"18929","HaAE","miRNA"
"18930","mqjn","miRNA"
"18931","ojtr","miRNA"
"18932","UwtD","miRNA"
"18933","wXqC","miRNA"
"18934","UzWb","miRNA"
"18935","qLrG","miRNA"
"18936","xrZM","miRNA"
"18937","ijwx","miRNA"
"18938","JEoX","miRNA"
"18939","eaiR","miRNA"
"18940","fYky","miRNA"
"18941","iHyD","miRNA"
"18942","cHvg","miRNA"
"18943","Owfi","miRNA"
"18944","xBmF","miRNA"
"18945","XMBu","miRNA"
"18946","jsZF","miRNA"
"18947","eTEU","miRNA"
"18948","lWZE","miRNA"
"18949","OUAy","miRNA"
"18950","CuDk","miRNA"
"18951","QwSs","miRNA"
"18952","szVJ","miRNA"
"18953","dnPV","miRNA"
"18954","uawk","miRNA"
"18955","zAMF","miRNA"
"18956","wTFJ","miRNA"
"18957","cPza","miRNA"
"18958","YGSV","miRNA"
"18959","KSNg","miRNA"
"18960","rewo","miRNA"
"18961","MAyy","miRNA"
"18962","SWMW","miRNA"
"18963","BOjo","lncRNA"
"18964","YZBH","miRNA"
"18965","dEgu","miRNA"
"18966","lOkM","miRNA"
"18967","ApWv","miRNA"
"18968","NrXv","miRNA"
"18969","qDwq","miRNA"
"18970","VTVs","miRNA"
"18971","xjmA","miRNA"
"18972","dFzO","miRNA"
"18973","KoqG","miRNA"
"18974","yZUe","miRNA"
"18975","LDZm","miRNA"
"18976","LGei","lncRNA"
"18977","OuLW","miRNA"
"18978","sWHT","miRNA"
"18979","TVGb","miRNA"
"18980","yFZM","miRNA"
"18981","hvRP","miRNA"
"18982","CtOh","miRNA"
"18983","Nqzz","miRNA"
"18984","idFX","miRNA"
"18985","tHPX","miRNA"
"18986","hXZx","miRNA"
"18987","uszx","lncRNA"
"18988","kkSm","miRNA"
"18989","FBta","miRNA"
"18990","rFAg","miRNA"
"18991","tbrc","miRNA"
"18992","cjUj","miRNA"
"18993","NhHx","miRNA"
"18994","GlmJ","miRNA"
"18995","Dbzd","lncRNA"
"18996","OylZ","miRNA"
"18997","xsAo","miRNA"
"18998","MiyM","miRNA"
"18999","HPLI","miRNA"
"19000","aCZI","miRNA"
"19001","jyHT","miRNA"
"19002","kyCe","miRNA"
"19003","kgtu","miRNA"
"19004","MlMT","miRNA"
"19005","Xhbk","miRNA"
"19006","vUkE","miRNA"
"19007","vSoA","miRNA"
"19008","xNzc","miRNA"
"19009","jxUo","miRNA"
"19010","KdyV","miRNA"
"19011","QnPJ","miRNA"
"19012","ErWr","miRNA"
"19013","huDJ","miRNA"
"19014","AaZc","miRNA"
"19015","UWAA","miRNA"
"19016","VTuc","miRNA"
"19017","cVMH","miRNA"
"19018","TxTT","miRNA"
"19019","jSYs","miRNA"
"19020","wqvt","miRNA"
"19021","hAus","miRNA"
"19022","uOxK","miRNA"
"19023","PFIr","miRNA"
"19024","zjMt","miRNA"
"19025","KqYQ","miRNA"
"19026","TTJn","miRNA"
"19027","PUSf","lncRNA"
"19028","NsxW","miRNA"
"19029","RqOt","miRNA"
"19030","rCcJ","miRNA"
"19031","SWUk","miRNA"
"19032","CMEa","miRNA"
"19033","ZfdU","miRNA"
"19034","hzQR","miRNA"
"19035","viPJ","miRNA"
"19036","lJCO","miRNA"
"19037","cWRg","miRNA"
"19038","FyXG","lncRNA"
"19039","LtoY","miRNA"
"19040","KIMx","miRNA"
"19041","Ssnj","miRNA"
"19042","LtLQ","miRNA"
"19043","xzME","miRNA"
"19044","dFHe","lncRNA"
"19045","tTwq","miRNA"
"19046","JmLp","miRNA"
"19047","SiEO","miRNA"
"19048","cjxG","miRNA"
"19049","KSMi","miRNA"
"19050","QgMj","miRNA"
"19051","aKAJ","miRNA"
"19052","Kcvr","miRNA"
"19053","lUqB","miRNA"
"19054","rfPo","miRNA"
"19055","cobW","miRNA"
"19056","DIXY","miRNA"
"19057","xUQc","miRNA"
"19058","dpEK","miRNA"
"19059","GBcf","miRNA"
"19060","jVcz","miRNA"
"19061","rrrA","miRNA"
"19062","Guiu","miRNA"
"19063","ZFEW","miRNA"
"19064","oauA","miRNA"
"19065","KHWh","miRNA"
"19066","HOdH","lncRNA"
"19067","zDpP","miRNA"
"19068","GKgN","miRNA"
"19069","DmgA","miRNA"
"19070","AJAC","miRNA"
"19071","HxnA","miRNA"
"19072","eXCI","lncRNA"
"19073","Olxh","miRNA"
"19074","OcOO","miRNA"
"19075","OOpJ","miRNA"
"19076","bOkT","miRNA"
"19077","zbgt","miRNA"
"19078","ktIC","miRNA"
"19079","VvJg","miRNA"
"19080","KEyU","miRNA"
"19081","dLPa","miRNA"
"19082","LJWw","miRNA"
"19083","ifNt","miRNA"
"19084","BcBU","miRNA"
"19085","qeDM","miRNA"
"19086","oHdG","miRNA"
"19087","hfly","miRNA"
"19088","rYDt","miRNA"
"19089","bdab","miRNA"
"19090","Jxat","miRNA"
"19091","yEoV","miRNA"
"19092","QRxh","miRNA"
"19093","rVGg","miRNA"
"19094","iVFr","miRNA"
"19095","SzRU","miRNA"
"19096","uCYu","miRNA"
"19097","VpYJ","miRNA"
"19098","aShP","miRNA"
"19099","xdVl","miRNA"
"19100","uewU","miRNA"
"19101","dxEP","miRNA"
"19102","PwFO","miRNA"
"19103","LuBT","miRNA"
"19104","aolS","miRNA"
"19105","rXRc","miRNA"
"19106","SMJp","miRNA"
"19107","AwxC","miRNA"
"19108","uMdU","miRNA"
"19109","flyY","miRNA"
"19110","wQCd","miRNA"
"19111","WdvD","miRNA"
"19112","sAZJ","miRNA"
"19113","jsDr","miRNA"
"19114","sMxS","miRNA"
"19115","NnUL","miRNA"
"19116","ajqU","miRNA"
"19117","meJW","miRNA"
"19118","oiuk","miRNA"
"19119","cCwD","lncRNA"
"19120","BeFP","miRNA"
"19121","qzoF","miRNA"
"19122","SEQZ","miRNA"
"19123","dCxk","miRNA"
"19124","qsBt","miRNA"
"19125","NZVa","miRNA"
"19126","tDNt","miRNA"
"19127","qNVP","miRNA"
"19128","SALD","miRNA"
"19129","bgsv","miRNA"
"19130","LgJe","miRNA"
"19131","gKAK","miRNA"
"19132","SFRC","miRNA"
"19133","BORg","miRNA"
"19134","Qcte","miRNA"
"19135","bYwS","miRNA"
"19136","qnUn","miRNA"
"19137","zilp","miRNA"
"19138","NqVC","miRNA"
"19139","lYiP","miRNA"
"19140","epAI","miRNA"
"19141","YnpK","miRNA"
"19142","Gefr","miRNA"
"19143","MelI","miRNA"
"19144","xbUz","miRNA"
"19145","goHn","miRNA"
"19146","ECDG","miRNA"
"19147","zGpt","miRNA"
"19148","FjaV","miRNA"
"19149","KVtY","miRNA"
"19150","GKuI","miRNA"
"19151","eHHN","miRNA"
"19152","vWuF","miRNA"
"19153","Vbbu","miRNA"
"19154","QyRD","miRNA"
"19155","pEct","miRNA"
"19156","PuIt","miRNA"
"19157","gKEf","lncRNA"
"19158","Aeuo","miRNA"
"19159","tlMm","miRNA"
"19160","Wbzf","miRNA"
"19161","lbzh","miRNA"
"19162","Hokc","miRNA"
"19163","CkQi","miRNA"
"19164","zFGG","miRNA"
"19165","TgIh","miRNA"
"19166","Murv","miRNA"
"19167","GpsL","miRNA"
"19168","azaq","miRNA"
"19169","rWNF","miRNA"
"19170","LcPM","miRNA"
"19171","ZSIT","miRNA"
"19172","hGNN","miRNA"
"19173","HoXQ","miRNA"
"19174","LZpL","miRNA"
"19175","LdOA","miRNA"
"19176","OkzU","miRNA"
"19177","sieW","miRNA"
"19178","JQeQ","miRNA"
"19179","AHTs","miRNA"
"19180","fAzQ","miRNA"
"19181","XxIE","miRNA"
"19182","RptY","miRNA"
"19183","HJer","miRNA"
"19184","ulmi","miRNA"
"19185","TzSV","miRNA"
"19186","SCJD","miRNA"
"19187","HbPA","miRNA"
"19188","tKkp","miRNA"
"19189","Refk","miRNA"
"19190","XmBL","miRNA"
"19191","djRZ","miRNA"
"19192","dnOX","miRNA"
"19193","uasF","miRNA"
"19194","swmF","miRNA"
"19195","afTN","miRNA"
"19196","dNAJ","miRNA"
"19197","SRDg","miRNA"
"19198","QUaR","miRNA"
"19199","vbaS","miRNA"
"19200","gSsH","miRNA"
"19201","AABU","miRNA"
"19202","zjpR","miRNA"
"19203","ExfZ","miRNA"
"19204","YIJL","miRNA"
"19205","XvOn","miRNA"
"19206","mUgN","miRNA"
"19207","jUVJ","miRNA"
"19208","imCv","miRNA"
"19209","fiKR","miRNA"
"19210","Dkdq","miRNA"
"19211","nsfC","miRNA"
"19212","NEsT","miRNA"
"19213","sBaE","miRNA"
"19214","czbo","miRNA"
"19215","aBst","miRNA"
"19216","rUUb","miRNA"
"19217","fSFu","miRNA"
"19218","NpgS","miRNA"
"19219","TbBt","miRNA"
"19220","HTkQ","miRNA"
"19221","KRAN","miRNA"
"19222","ozfe","miRNA"
"19223","IxOB","miRNA"
"19224","hvwT","miRNA"
"19225","OMbG","miRNA"
"19226","PHcG","miRNA"
"19227","dRxz","miRNA"
"19228","GTJi","miRNA"
"19229","msVj","miRNA"
"19230","nvdy","miRNA"
"19231","mAxf","miRNA"
"19232","Cjvl","miRNA"
"19233","xCjN","miRNA"
"19234","cwwt","miRNA"
"19235","scNG","miRNA"
"19236","rvvR","miRNA"
"19237","IrIq","miRNA"
"19238","diOd","miRNA"
"19239","HqhC","miRNA"
"19240","LCfY","miRNA"
"19241","YYGx","miRNA"
"19242","sBRE","miRNA"
"19243","WUQK","miRNA"
"19244","LNjv","miRNA"
"19245","FQpx","miRNA"
"19246","ZFfL","miRNA"
"19247","pUnK","miRNA"
"19248","cHpL","miRNA"
"19249","swZT","miRNA"
"19250","VmbN","miRNA"
"19251","lboz","miRNA"
"19252","aIyD","miRNA"
"19253","zhZW","miRNA"
"19254","Mhng","miRNA"
"19255","zisb","miRNA"
"19256","kvIa","miRNA"
"19257","nRxA","miRNA"
"19258","JFzC","miRNA"
"19259","MmIi","miRNA"
"19260","VXuj","lncRNA"
"19261","tTAG","miRNA"
"19262","pxsQ","miRNA"
"19263","hJeZ","miRNA"
"19264","JZPe","miRNA"
"19265","uARN","miRNA"
"19266","IOHY","miRNA"
"19267","JYAP","miRNA"
"19268","Teic","miRNA"
"19269","BTnz","miRNA"
"19270","Kwdm","miRNA"
"19271","LppV","miRNA"
"19272","wOHE","miRNA"
"19273","wuYJ","miRNA"
"19274","XxqK","miRNA"
"19275","fOdB","miRNA"
"19276","FIBJ","miRNA"
"19277","xQMp","miRNA"
"19278","fWME","miRNA"
"19279","RcTs","miRNA"
"19280","AjsK","miRNA"
"19281","Wazx","miRNA"
"19282","IhdX","miRNA"
"19283","VGyA","miRNA"
"19284","Kfrq","miRNA"
"19285","iSch","miRNA"
"19286","xkWp","miRNA"
"19287","MatZ","miRNA"
"19288","QqgN","miRNA"
"19289","NqbE","miRNA"
"19290","GMOG","miRNA"
"19291","mxMe","miRNA"
"19292","EqPi","miRNA"
"19293","zhTc","miRNA"
"19294","MuMA","miRNA"
"19295","TjJl","miRNA"
"19296","kvcZ","miRNA"
"19297","oKtq","miRNA"
"19298","lyar","miRNA"
"19299","REwZ","miRNA"
"19300","wnCB","miRNA"
"19301","hwGa","miRNA"
"19302","QKgV","miRNA"
"19303","BAaq","miRNA"
"19304","XlPB","miRNA"
"19305","bckl","miRNA"
"19306","vFuV","miRNA"
"19307","xkxo","miRNA"
"19308","IiQK","miRNA"
"19309","YEhq","miRNA"
"19310","apGt","miRNA"
"19311","nIWJ","miRNA"
"19312","hUwR","miRNA"
"19313","PvfY","miRNA"
"19314","Mgbd","miRNA"
"19315","nmxe","miRNA"
"19316","YAnA","miRNA"
"19317","kZQB","miRNA"
"19318","LXQQ","miRNA"
"19319","KdzL","miRNA"
"19320","euUm","miRNA"
"19321","bHlJ","miRNA"
"19322","kplX","miRNA"
"19323","eceJ","miRNA"
"19324","LiNs","miRNA"
"19325","ZkFS","miRNA"
"19326","bRfl","miRNA"
"19327","lOEy","miRNA"
"19328","XsjH","miRNA"
"19329","DloW","miRNA"
"19330","DDzW","miRNA"
"19331","eHss","miRNA"
"19332","IVfY","miRNA"
"19333","WAUt","miRNA"
"19334","HEbS","miRNA"
"19335","CsZp","miRNA"
"19336","occf","miRNA"
"19337","LFXk","miRNA"
"19338","aIug","miRNA"
"19339","afmg","miRNA"
"19340","Rkji","miRNA"
"19341","SIXx","miRNA"
"19342","SltJ","miRNA"
"19343","dZMx","miRNA"
"19344","doYd","miRNA"
"19345","AGLm","miRNA"
"19346","RQTm","miRNA"
"19347","jUrD","miRNA"
"19348","uftM","miRNA"
"19349","iiCm","miRNA"
"19350","kVur","miRNA"
"19351","uxvZ","miRNA"
"19352","ayCg","miRNA"
"19353","oxiB","miRNA"
"19354","wePx","miRNA"
"19355","HYWb","miRNA"
"19356","ctUZ","miRNA"
"19357","FcIu","miRNA"
"19358","dfBg","miRNA"
"19359","qxMR","miRNA"
"19360","nfRm","miRNA"
"19361","vUyM","miRNA"
"19362","zcRO","miRNA"
"19363","bvrr","miRNA"
"19364","Awut","miRNA"
"19365","heNP","miRNA"
"19366","NArt","miRNA"
"19367","DAgH","miRNA"
"19368","qhXE","miRNA"
"19369","XzfP","miRNA"
"19370","DyCC","lncRNA"
"19371","KLOA","miRNA"
"19372","YGXk","miRNA"
"19373","RReZ","miRNA"
"19374","cPvR","miRNA"
"19375","anyw","miRNA"
"19376","zVXq","miRNA"
"19377","Qwye","miRNA"
"19378","kvyr","miRNA"
"19379","wAeo","miRNA"
"19380","dUfq","miRNA"
"19381","YIMr","miRNA"
"19382","SZdh","miRNA"
"19383","GYHD","miRNA"
"19384","khLc","miRNA"
"19385","Iagg","miRNA"
"19386","gxWx","miRNA"
"19387","ZanM","miRNA"
"19388","rjKh","miRNA"
"19389","VZSj","miRNA"
"19390","HuyM","miRNA"
"19391","FujN","lncRNA"
"19392","ZRGF","miRNA"
"19393","vYSx","miRNA"
"19394","eGFA","miRNA"
"19395","pvCx","miRNA"
"19396","PTAy","miRNA"
"19397","zSaN","miRNA"
"19398","oVBQ","miRNA"
"19399","VHtt","miRNA"
"19400","RwqM","miRNA"
"19401","ydOb","miRNA"
"19402","CYMQ","miRNA"
"19403","RePN","miRNA"
"19404","gliP","miRNA"
"19405","mIHY","miRNA"
"19406","mqlC","miRNA"
"19407","BteX","miRNA"
"19408","wXPB","miRNA"
"19409","Woyy","miRNA"
"19410","iILK","miRNA"
"19411","cwyR","miRNA"
"19412","zUor","miRNA"
"19413","wbCy","miRNA"
"19414","iNnZ","miRNA"
"19415","iRWo","miRNA"
"19416","JXAF","miRNA"
"19417","XwYV","miRNA"
"19418","JJQB","miRNA"
"19419","TERw","miRNA"
"19420","ejPV","miRNA"
"19421","rNYF","miRNA"
"19422","JfiZ","miRNA"
"19423","WAqM","miRNA"
"19424","tOvv","miRNA"
"19425","RiUo","miRNA"
"19426","LxzD","miRNA"
"19427","FgoN","miRNA"
"19428","QzwO","miRNA"
"19429","Iyez","miRNA"
"19430","nqKa","miRNA"
"19431","QgCK","miRNA"
"19432","lMQu","miRNA"
"19433","thtq","miRNA"
"19434","xNrv","miRNA"
"19435","kloD","miRNA"
"19436","MJRR","miRNA"
"19437","XZvh","miRNA"
"19438","MDgk","miRNA"
"19439","uqMF","miRNA"
"19440","gzau","miRNA"
"19441","NNKv","miRNA"
"19442","hzuV","miRNA"
"19443","FhyS","miRNA"
"19444","UpFK","miRNA"
"19445","bAPA","miRNA"
"19446","DtIT","miRNA"
"19447","uwVl","miRNA"
"19448","jFNc","miRNA"
"19449","Zkwt","miRNA"
"19450","yDfd","miRNA"
"19451","riHp","miRNA"
"19452","emte","miRNA"
"19453","WcCE","miRNA"
"19454","GHYV","miRNA"
"19455","ggfC","miRNA"
"19456","beKl","miRNA"
"19457","gOXb","miRNA"
"19458","zGcN","miRNA"
"19459","nPtU","miRNA"
"19460","bQCb","miRNA"
"19461","reUz","miRNA"
"19462","aEuM","miRNA"
"19463","KFbW","miRNA"
"19464","eaAT","miRNA"
"19465","vhiz","miRNA"
"19466","wMvl","miRNA"
"19467","yLtn","miRNA"
"19468","AdLA","miRNA"
"19469","uHDm","miRNA"
"19470","aJji","miRNA"
"19471","PrDN","miRNA"
"19472","kXfp","miRNA"
"19473","jEVE","miRNA"
"19474","Fnfx","miRNA"
"19475","RhEW","miRNA"
"19476","IvhC","miRNA"
"19477","IAce","miRNA"
"19478","mXZn","miRNA"
"19479","zToD","miRNA"
"19480","leHZ","miRNA"
"19481","drhK","miRNA"
"19482","vuMc","miRNA"
"19483","UWyI","lncRNA"
"19484","OZTu","miRNA"
"19485","LeqI","miRNA"
"19486","nakE","miRNA"
"19487","XHpS","miRNA"
"19488","smjv","miRNA"
"19489","yUAJ","miRNA"
"19490","DEsg","miRNA"
"19491","IsfB","miRNA"
"19492","KZZr","miRNA"
"19493","oaKU","miRNA"
"19494","CHiK","miRNA"
"19495","OezX","miRNA"
"19496","lxwl","miRNA"
"19497","WKvm","miRNA"
"19498","LCUX","miRNA"
"19499","VYow","miRNA"
"19500","utbH","miRNA"
"19501","ZTQF","miRNA"
"19502","LUXe","miRNA"
"19503","wjcZ","miRNA"
"19504","DWvS","miRNA"
"19505","XFWm","miRNA"
"19506","cMzv","miRNA"
"19507","Xqbp","miRNA"
"19508","mOQZ","miRNA"
"19509","GVKe","miRNA"
"19510","fKRe","miRNA"
"19511","OzRZ","miRNA"
"19512","aueF","miRNA"
"19513","LYTV","miRNA"
"19514","qqEn","miRNA"
"19515","cHLZ","miRNA"
"19516","dKal","miRNA"
"19517","BUYi","miRNA"
"19518","HImm","miRNA"
"19519","XwHU","miRNA"
"19520","PjjU","miRNA"
"19521","QoTZ","miRNA"
"19522","YqCp","miRNA"
"19523","xSRV","miRNA"
"19524","pevB","miRNA"
"19525","xVCe","miRNA"
"19526","KIWz","miRNA"
"19527","HOJa","miRNA"
"19528","wTRx","miRNA"
"19529","yspX","miRNA"
"19530","EFAC","miRNA"
"19531","GzbM","miRNA"
"19532","qTeF","miRNA"
"19533","JMVb","miRNA"
"19534","FzUm","miRNA"
"19535","AFik","miRNA"
"19536","xqyz","miRNA"
"19537","MsSY","miRNA"
"19538","hdKi","miRNA"
"19539","QhNL","miRNA"
"19540","PlDK","miRNA"
"19541","rJbX","miRNA"
"19542","HCkq","miRNA"
"19543","cnUq","miRNA"
"19544","QYmX","miRNA"
"19545","WERQ","miRNA"
"19546","jgOB","miRNA"
"19547","FnpF","miRNA"
"19548","udmV","miRNA"
"19549","nnrD","miRNA"
"19550","kyMB","miRNA"
"19551","YnTu","miRNA"
"19552","VXWN","miRNA"
"19553","ugLx","lncRNA"
"19554","CxOx","miRNA"
"19555","thhO","miRNA"
"19556","ZHzT","miRNA"
"19557","VQrP","miRNA"
"19558","niTc","miRNA"
"19559","HxyU","miRNA"
"19560","wNNr","miRNA"
"19561","siLB","miRNA"
"19562","ZAbB","miRNA"
"19563","RJtL","miRNA"
"19564","ezGQ","miRNA"
"19565","wpBO","miRNA"
"19566","cyWg","miRNA"
"19567","RjoQ","miRNA"
"19568","jeVl","miRNA"
"19569","pZrF","miRNA"
"19570","fdkQ","miRNA"
"19571","ifRA","miRNA"
"19572","nQAw","miRNA"
"19573","zkQz","miRNA"
"19574","FkdK","miRNA"
"19575","NFxb","miRNA"
"19576","rUgF","miRNA"
"19577","PpdN","miRNA"
"19578","bXoA","miRNA"
"19579","jZTW","miRNA"
"19580","Gozq","miRNA"
"19581","ZsnS","miRNA"
"19582","kcne","miRNA"
"19583","qdaR","miRNA"
"19584","jzQM","miRNA"
"19585","fhkm","miRNA"
"19586","ydGW","miRNA"
"19587","BAdt","miRNA"
"19588","FjBs","miRNA"
"19589","LjNC","miRNA"
"19590","nBVD","miRNA"
"19591","PYKc","miRNA"
"19592","BXXV","miRNA"
"19593","eocu","miRNA"
"19594","XPrT","miRNA"
"19595","VHNU","miRNA"
"19596","axtl","miRNA"
"19597","QALq","miRNA"
"19598","DKWD","miRNA"
"19599","pmhq","miRNA"
"19600","lDAt","miRNA"
"19601","OFXc","miRNA"
"19602","DCeg","miRNA"
"19603","oyZk","miRNA"
"19604","UuKL","lncRNA"
"19605","svKb","miRNA"
"19606","uxnV","miRNA"
"19607","CbJT","miRNA"
"19608","myxt","miRNA"
"19609","xcIB","miRNA"
"19610","hqTz","miRNA"
"19611","CTHq","miRNA"
"19612","djoR","miRNA"
"19613","hAvK","miRNA"
"19614","FxAI","miRNA"
"19615","NUBI","miRNA"
"19616","bcDL","miRNA"
"19617","efRG","miRNA"
"19618","GJgb","miRNA"
"19619","PNQu","miRNA"
"19620","qVas","miRNA"
"19621","wLPi","miRNA"
"19622","MGRz","miRNA"
"19623","XfGF","miRNA"
"19624","ydJr","miRNA"
"19625","QxgS","miRNA"
"19626","PBUx","miRNA"
"19627","ojzJ","miRNA"
"19628","oLQX","miRNA"
"19629","XgBR","miRNA"
"19630","kxcB","miRNA"
"19631","Dknu","miRNA"
"19632","fGao","miRNA"
"19633","eLqG","miRNA"
"19634","MlOR","miRNA"
"19635","LbeM","miRNA"
"19636","YlXq","miRNA"
"19637","DVqH","miRNA"
"19638","tgkL","miRNA"
"19639","mXLV","miRNA"
"19640","cVNp","miRNA"
"19641","bVPZ","miRNA"
"19642","znkX","miRNA"
"19643","qgfC","miRNA"
"19644","PGgx","miRNA"
"19645","OJSc","miRNA"
"19646","gqXg","miRNA"
"19647","NyJh","lncRNA"
"19648","YSpn","miRNA"
"19649","DYWC","miRNA"
"19650","IdDp","miRNA"
"19651","LRvC","miRNA"
"19652","dmEy","miRNA"
"19653","QbyE","miRNA"
"19654","NYdM","miRNA"
"19655","Nimf","miRNA"
"19656","ncPR","miRNA"
"19657","lUhB","miRNA"
"19658","Bcfm","miRNA"
"19659","XHdA","miRNA"
"19660","inNU","miRNA"
"19661","sbUH","miRNA"
"19662","WIym","miRNA"
"19663","qHrN","miRNA"
"19664","aDHU","lncRNA"
"19665","dWzd","miRNA"
"19666","UQuw","miRNA"
"19667","iuPd","miRNA"
"19668","QpKN","miRNA"
"19669","DMTn","miRNA"
"19670","bsHo","miRNA"
"19671","Pwov","miRNA"
"19672","KNNr","miRNA"
"19673","IwwW","miRNA"
"19674","rwlb","miRNA"
"19675","PIHf","miRNA"
"19676","yjXd","miRNA"
"19677","nXsj","miRNA"
"19678","MBms","miRNA"
"19679","oHnM","miRNA"
"19680","KJYO","miRNA"
"19681","KdsW","miRNA"
"19682","XBsz","miRNA"
"19683","QhAP","miRNA"
"19684","iWKj","miRNA"
"19685","LgUr","miRNA"
"19686","fCAK","miRNA"
"19687","kkXb","miRNA"
"19688","dAkp","miRNA"
"19689","sVnJ","miRNA"
"19690","YAeS","miRNA"
"19691","UjQm","miRNA"
"19692","uiec","miRNA"
"19693","flLk","miRNA"
"19694","flLk","miRNA"
"19695","YoSG","miRNA"
"19696","oXWH","miRNA"
"19697","JYLN","miRNA"
"19698","OlWT","miRNA"
"19699","NUkP","miRNA"
"19700","JKas","miRNA"
"19701","BPsR","miRNA"
"19702","Xyck","miRNA"
"19703","UPDQ","miRNA"
"19704","Gibl","miRNA"
"19705","GbXW","miRNA"
"19706","xIYG","miRNA"
"19707","kZrN","miRNA"
"19708","XbtB","miRNA"
"19709","axmT","miRNA"
"19710","eqtT","miRNA"
"19711","fjrZ","miRNA"
"19712","BCtC","miRNA"
"19713","xJbd","miRNA"
"19714","Hoiv","miRNA"
"19715","KAyv","miRNA"
"19716","wVee","miRNA"
"19717","gFNG","miRNA"
"19718","Wiyo","miRNA"
"19719","kkQQ","miRNA"
"19720","Foxm","miRNA"
"19721","ZLbW","miRNA"
"19722","INVd","miRNA"
"19723","Rhbm","miRNA"
"19724","TeVe","miRNA"
"19725","HsPo","miRNA"
"19726","eLoG","miRNA"
"19727","Uyxb","miRNA"
"19728","vmhr","miRNA"
"19729","XLgo","miRNA"
"19730","wMpX","miRNA"
"19731","DlfR","miRNA"
"19732","SLEn","miRNA"
"19733","bXqP","miRNA"
"19734","tzKM","miRNA"
"19735","Zlrh","miRNA"
"19736","BoKV","miRNA"
"19737","iZbp","miRNA"
"19738","bHoy","miRNA"
"19739","TKNG","miRNA"
"19740","CjCx","miRNA"
"19741","olHQ","miRNA"
"19742","OzLh","miRNA"
"19743","pmvk","miRNA"
"19744","LTGS","miRNA"
"19745","vmWF","miRNA"
"19746","xBhm","miRNA"
"19747","hhzj","lncRNA"
"19748","WqXH","miRNA"
"19749","jTTT","miRNA"
"19750","Brlz","miRNA"
"19751","dQEe","miRNA"
"19752","AzDH","miRNA"
"19753","VLrV","miRNA"
"19754","TgWm","miRNA"
"19755","qIkp","miRNA"
"19756","mMpe","miRNA"
"19757","StVn","miRNA"
"19758","NoMR","miRNA"
"19759","MvsO","miRNA"
"19760","ZgCe","miRNA"
"19761","IYsb","miRNA"
"19762","pgSc","miRNA"
"19763","OZCP","miRNA"
"19764","UYrX","miRNA"
"19765","nXAv","miRNA"
